review,rating,date,bank,source,sentiment_label,sentiment_score,theme
i don' want,5,2025-08-22,CBE,Google Play,NEGATIVE,0.9935491681098938,User Interface & Experience
"it's very nice simple and convenient app! but I have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, Its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22,CBE,Google Play,NEGATIVE,0.7717221975326538,Customer Support
one of the best,5,2025-08-22,CBE,Google Play,POSITIVE,0.999864101409912,Feature Requests
"why is it every time the app is updated history of previous account numbers keeps missing , WHY??",1,2025-08-21,CBE,Google Play,NEGATIVE,0.9994832277297974,Customer Support
You guys charge way to much when we transfer money from CBE to Telebirr via this app,3,2025-08-21,CBE,Google Play,NEGATIVE,0.9921815395355223,Customer Support
not bad apk,1,2025-08-21,CBE,Google Play,POSITIVE,0.9990298748016356,Customer Support
yes these app is so good for our saving and marketing system go ETHIOPIA GO!!!,5,2025-08-21,CBE,Google Play,POSITIVE,0.9989866614341736,Feature Requests
best mobile banking App that have seen .,5,2025-08-21,CBE,Google Play,POSITIVE,0.9996659755706788,Feature Requests
It's very helpful apps,5,2025-08-21,CBE,Google Play,POSITIVE,0.9997400641441344,Customer Support
Every major update means you have to go back to Ethiopia to make the app work. In 2025?,2,2025-08-21,CBE,Google Play,NEGATIVE,0.9881246089935304,Customer Support
"Unable to connect, pls. Improve the system",5,2025-08-20,CBE,Google Play,NEGATIVE,0.9995279312133788,User Interface & Experience
well app,5,2025-08-20,CBE,Google Play,POSITIVE,0.9993765950202942,Feature Requests
"Smart service But, your service charge is too high",5,2025-08-20,CBE,Google Play,NEGATIVE,0.997087299823761,Feature Requests
perfect 👌 keep,5,2025-08-20,CBE,Google Play,POSITIVE,0.99981290102005,Account Access Issues
"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",2,2025-08-20,CBE,Google Play,NEGATIVE,0.9480838775634766,Account Access Issues
excellent plus,5,2025-08-20,CBE,Google Play,POSITIVE,0.9998642206192015,Customer Support
Would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,CBE,Google Play,NEGATIVE,0.9983863830566406,Customer Support
so disappointing :((,1,2025-08-20,CBE,Google Play,NEGATIVE,0.9998121857643129,Transaction Performance
what nice app i never usedyet,4,2025-08-20,CBE,Google Play,POSITIVE,0.9993265867233276,Account Access Issues
Excellent,5,2025-08-20,CBE,Google Play,POSITIVE,0.9998434782028198,Feature Requests
ke gizew ga emihed astemamagn metegberya,1,2025-08-20,CBE,Google Play,NEGATIVE,0.7793749570846558,Account Access Issues
"this app is pretty good. The recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why I gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,CBE,Google Play,NEGATIVE,0.9711772799491882,User Interface & Experience
Send money for some account but don't reserved Ball,5,2025-08-20,CBE,Google Play,NEGATIVE,0.9694756269454956,Account Access Issues
very good🙏🙏,5,2025-08-19,CBE,Google Play,POSITIVE,0.8243637084960938,User Interface & Experience
I recognized thank you,5,2025-08-19,CBE,Google Play,POSITIVE,0.9998434782028198,User Interface & Experience
Best feature!!,5,2025-08-19,CBE,Google Play,POSITIVE,0.9998444318771362,User Interface & Experience
the saved account totally removed ..why????????,1,2025-08-19,CBE,Google Play,NEGATIVE,0.9997368454933168,User Interface & Experience
good bank Ethiopian very nic,5,2025-08-18,CBE,Google Play,POSITIVE,0.9994763731956482,Feature Requests
this good app but screenshot must enable,4,2025-08-18,CBE,Google Play,POSITIVE,0.9907084703445436,User Interface & Experience
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,CBE,Google Play,NEGATIVE,0.9865872263908386,User Interface & Experience
change mobile banking CBE,5,2025-08-18,CBE,Google Play,POSITIVE,0.582142174243927,Customer Support
The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,CBE,Google Play,NEGATIVE,0.7523461580276489,User Interface & Experience
Adisi Deti,5,2025-08-17,CBE,Google Play,POSITIVE,0.7580509781837463,Account Access Issues
this app is the good apps,5,2025-08-17,CBE,Google Play,POSITIVE,0.999853253364563,User Interface & Experience
አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15,CBE,Google Play,NEGATIVE,0.9526928067207336,Account Access Issues
congra ethio,5,2025-08-15,CBE,Google Play,POSITIVE,0.980097472667694,Account Access Issues
እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,CBE,Google Play,NEGATIVE,0.8616330027580261,Account Access Issues
I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14,CBE,Google Play,NEGATIVE,0.9997748732566832,Transaction Performance
"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,CBE,Google Play,NEGATIVE,0.9974616765975952,Customer Support
this APK Best for most of people,5,2025-08-13,CBE,Google Play,POSITIVE,0.9989105463027954,Account Access Issues
good keep it up,5,2025-08-13,CBE,Google Play,POSITIVE,0.9998568296432496,User Interface & Experience
very nice app,5,2025-08-12,CBE,Google Play,POSITIVE,0.9998562335968018,Account Access Issues
Most of the time either the app or *889# don't work,2,2025-08-12,CBE,Google Play,NEGATIVE,0.9996015429496764,Customer Support
cbe. noor,2,2025-08-12,CBE,Google Play,POSITIVE,0.7760332822799683,Transaction Performance
why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,CBE,Google Play,NEGATIVE,0.9912410378456116,Customer Support
በጣም አሪፍ ነው በርቱልን,5,2025-08-12,CBE,Google Play,NEGATIVE,0.8616330027580261,Account Access Issues
this is so good,5,2025-08-11,CBE,Google Play,POSITIVE,0.9998397827148438,User Interface & Experience
❤❤❤❤❤😂,5,2025-08-10,CBE,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
Very interesting 🤔,5,2025-08-10,CBE,Google Play,POSITIVE,0.9997901320457458,Account Access Issues
very good app 👍👍👍 time saving and more accurate,5,2025-08-09,CBE,Google Play,POSITIVE,0.9997368454933168,Customer Support
"i like your app to order ATM card through it, i get it new on your app",5,2025-08-09,CBE,Google Play,POSITIVE,0.8364057540893555,Account Access Issues
very bad app,1,2025-08-09,CBE,Google Play,NEGATIVE,0.9997768998146056,Customer Support
good 👍,5,2025-08-09,CBE,Google Play,POSITIVE,0.9998576641082764,User Interface & Experience
it is the best transferring AP,5,2025-08-08,CBE,Google Play,POSITIVE,0.999705970287323,Feature Requests
it's good but add some more please,3,2025-08-08,CBE,Google Play,POSITIVE,0.9998283386230468,User Interface & Experience
best servis app,4,2025-08-07,CBE,Google Play,POSITIVE,0.99943345785141,Feature Requests
very useful to use it from any where in the world !,5,2025-08-07,CBE,Google Play,POSITIVE,0.996921956539154,Transaction Performance
it very good but why block the screen shoot,5,2025-08-07,CBE,Google Play,NEGATIVE,0.9954419136047364,Account Access Issues
Good app,5,2025-08-07,CBE,Google Play,POSITIVE,0.9998493194580078,Transaction Performance
"the most disgusting app,",1,2025-08-07,CBE,Google Play,NEGATIVE,0.9976406097412108,Feature Requests
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,CBE,Google Play,NEGATIVE,0.964240312576294,Account Access Issues
"unexpected anomalies, unreliable as fintec app",2,2025-08-05,CBE,Google Play,NEGATIVE,0.9917572140693665,User Interface & Experience
best one,5,2025-08-05,CBE,Google Play,POSITIVE,0.999826967716217,Feature Requests
awesome,5,2025-08-05,CBE,Google Play,POSITIVE,0.9998682737350464,User Interface & Experience
so good,5,2025-08-04,CBE,Google Play,POSITIVE,0.999841570854187,User Interface & Experience
worst experience,1,2025-08-04,CBE,Google Play,NEGATIVE,0.9998027682304382,Account Access Issues
The 1st one is CBE,5,2025-08-04,CBE,Google Play,POSITIVE,0.9928787350654602,Transaction Performance
i don't find it good and now it is not working!,1,2025-12-01,BOA,Google Play,NEGATIVE,0.9997889399528505,User Interface & Experience
Make the reason we wrote visible on app transaction.,2,2025-12-01,BOA,Google Play,NEGATIVE,0.9711726903915404,Customer Support
app is note active working crash,1,2025-11-30,BOA,Google Play,NEGATIVE,0.848737895488739,Customer Support
🙏👍,5,2025-11-29,BOA,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
Very Good,5,2025-11-28,BOA,Google Play,POSITIVE,0.9998520612716676,User Interface & Experience
goof,5,2025-11-28,BOA,Google Play,NEGATIVE,0.9975278973579408,Account Access Issues
good!,5,2025-11-28,BOA,Google Play,POSITIVE,0.9998268485069276,User Interface & Experience
good jop,5,2025-11-27,BOA,Google Play,POSITIVE,0.9998409748077391,User Interface & Experience
bad exprience...it is so crushed,1,2025-11-27,BOA,Google Play,NEGATIVE,0.9998053908348083,Customer Support
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,BOA,Google Play,NEGATIVE,0.999765694141388,Customer Support
ምንም የማይ ሰራ,1,2025-11-26,BOA,Google Play,NEGATIVE,0.8337252736091614,Account Access Issues
very good,5,2025-11-25,BOA,Google Play,POSITIVE,0.9998520612716676,User Interface & Experience
most of the time is not working properly,1,2025-11-25,BOA,Google Play,NEGATIVE,0.9997636675834656,Customer Support
good service,5,2025-11-25,BOA,Google Play,POSITIVE,0.9998499155044556,Feature Requests
not use for me,3,2025-11-23,BOA,Google Play,NEGATIVE,0.9953739047050476,User Interface & Experience
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,BOA,Google Play,NEGATIVE,0.9968326687812804,Account Access Issues
waw,5,2025-11-21,BOA,Google Play,NEGATIVE,0.7346178889274597,Customer Support
the lag is unbelievable when you need it the most this suks,1,2025-11-19,BOA,Google Play,NEGATIVE,0.9983174800872804,Transaction Performance
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,BOA,Google Play,NEGATIVE,0.999693751335144,Feature Requests
it is a good app,5,2025-11-18,BOA,Google Play,POSITIVE,0.9998643398284912,Transaction Performance
it is not working at all,1,2025-11-15,BOA,Google Play,NEGATIVE,0.9997811913490297,Customer Support
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,BOA,Google Play,POSITIVE,0.8251601457595825,User Interface & Experience
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,BOA,Google Play,NEGATIVE,0.9952510595321656,User Interface & Experience
fast and simple,5,2025-11-11,BOA,Google Play,POSITIVE,0.9997392296791076,Feature Requests
best of best,5,2025-11-10,BOA,Google Play,POSITIVE,0.9997496008872986,Feature Requests
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,BOA,Google Play,NEGATIVE,0.9993888139724731,Feature Requests
good,4,2025-11-10,BOA,Google Play,POSITIVE,0.999816119670868,User Interface & Experience
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,BOA,Google Play,NEGATIVE,0.9947029948234558,Account Access Issues
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,BOA,Google Play,NEGATIVE,0.8848855495452881,Customer Support
best app,5,2025-11-08,BOA,Google Play,POSITIVE,0.999686598777771,Feature Requests
Best app,5,2025-11-07,BOA,Google Play,POSITIVE,0.999686598777771,Feature Requests
"Barely works, it always fails to connect",1,2025-11-07,BOA,Google Play,NEGATIVE,0.9997532963752748,Transaction Performance
my fav app,5,2025-11-07,BOA,Google Play,POSITIVE,0.9846561551094056,Feature Requests
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,BOA,Google Play,NEGATIVE,0.9977949857711792,Customer Support
very nice,5,2025-11-04,BOA,Google Play,POSITIVE,0.9998563528060912,Account Access Issues
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,BOA,Google Play,NEGATIVE,0.9985816478729248,Customer Support
I like,5,2025-11-02,BOA,Google Play,POSITIVE,0.9998149275779724,Customer Support
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,BOA,Google Play,NEGATIVE,0.9608768820762634,User Interface & Experience
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,BOA,Google Play,NEGATIVE,0.9083430767059326,Customer Support
"the worst app ever,",1,2025-10-30,BOA,Google Play,NEGATIVE,0.9997932314872742,Customer Support
better,5,2025-10-29,BOA,Google Play,POSITIVE,0.999264657497406,Customer Support
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,BOA,Google Play,NEGATIVE,0.99928218126297,Customer Support
this app can't open? what is problem? please solve my problem?,1,2025-10-28,BOA,Google Play,NEGATIVE,0.9996218681335448,Customer Support
kiyaa makonn,5,2025-10-27,BOA,Google Play,POSITIVE,0.7175909876823425,Account Access Issues
very very lazy app,1,2025-10-26,BOA,Google Play,NEGATIVE,0.9996856451034546,Account Access Issues
telebirr remittance,5,2025-10-24,BOA,Google Play,NEGATIVE,0.9799609780311584,Account Access Issues
The best bank in 🇪🇹,5,2025-10-23,BOA,Google Play,POSITIVE,0.9998179078102112,Transaction Performance
its good,5,2025-10-22,BOA,Google Play,POSITIVE,0.9998385906219482,User Interface & Experience
the worst app in my financial experience.,1,2025-10-22,BOA,Google Play,NEGATIVE,0.9997914433479308,Customer Support
good for mb appliciation,5,2025-10-21,BOA,Google Play,POSITIVE,0.9943337440490724,Transaction Performance
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,BOA,Google Play,NEGATIVE,0.9997623562812804,User Interface & Experience
try to easy network,4,2025-10-17,BOA,Google Play,NEGATIVE,0.9987332224845886,User Interface & Experience
hussen hassen umer,5,2025-10-16,BOA,Google Play,POSITIVE,0.8681215047836304,Account Access Issues
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,BOA,Google Play,NEGATIVE,0.9988431930541992,User Interface & Experience
an exceptional banking app.,5,2025-10-16,BOA,Google Play,POSITIVE,0.9997233748435974,Feature Requests
alhamdulilah,5,2025-10-11,BOA,Google Play,POSITIVE,0.8558264374732971,Account Access Issues
poor,5,2025-10-11,BOA,Google Play,NEGATIVE,0.9997912049293518,Feature Requests
Best of best,5,2025-10-09,BOA,Google Play,POSITIVE,0.9997496008872986,Feature Requests
from the last week updates the app is not working Please check the problems,1,2025-10-08,BOA,Google Play,NEGATIVE,0.9996919631958008,Customer Support
It's always crushing,1,2025-10-08,BOA,Google Play,NEGATIVE,0.999380588531494,Account Access Issues
office branches have to improve their services please,4,2025-10-07,BOA,Google Play,POSITIVE,0.6649660468101501,Transaction Performance
♥️♥️,5,2025-10-05,BOA,Google Play,POSITIVE,0.9437572360038756,Account Access Issues
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,BOA,Google Play,NEGATIVE,0.9988381266593932,Customer Support
it needs a timely update,5,2025-10-03,BOA,Google Play,NEGATIVE,0.9983032941818236,User Interface & Experience
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,BOA,Google Play,NEGATIVE,0.9997054934501648,Account Access Issues
Like,5,2025-10-01,BOA,Google Play,POSITIVE,0.9910564422607422,Customer Support
I can't type my otp on it.,1,2025-10-01,BOA,Google Play,NEGATIVE,0.9990899562835692,Account Access Issues
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,BOA,Google Play,NEGATIVE,0.997710943222046,Customer Support
jaajja,4,2025-09-30,BOA,Google Play,NEGATIVE,0.9872855544090272,Account Access Issues
I love this bank the best experience ever.,5,2025-09-28,BOA,Google Play,POSITIVE,0.9998602867126464,Feature Requests
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,BOA,Google Play,NEGATIVE,0.9997023940086364,Customer Support
easy and fast,5,2025-09-24,BOA,Google Play,POSITIVE,0.9995583891868592,User Interface & Experience
Great,5,2025-09-20,BOA,Google Play,POSITIVE,0.9998630285263062,Customer Support
mobile banking,5,2025-09-19,BOA,Google Play,POSITIVE,0.9076532125473022,Customer Support
😎,5,2025-09-18,BOA,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,BOA,Google Play,NEGATIVE,0.9918755292892456,Customer Support
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,BOA,Google Play,NEGATIVE,0.9964402318000792,Account Access Issues
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,BOA,Google Play,NEGATIVE,0.999541401863098,Account Access Issues
none,5,2025-09-14,BOA,Google Play,NEGATIVE,0.985345721244812,Account Access Issues
very good app i ever used,5,2025-09-12,BOA,Google Play,POSITIVE,0.9998385906219482,Feature Requests
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,BOA,Google Play,NEGATIVE,0.9979867935180664,Customer Support
zedo,5,2025-09-11,BOA,Google Play,POSITIVE,0.994045615196228,Account Access Issues
please open my mobile app,5,2025-09-10,BOA,Google Play,POSITIVE,0.9873003363609314,Customer Support
it doesn't open,1,2025-09-10,BOA,Google Play,NEGATIVE,0.9997527003288268,Customer Support
masha alla,5,2025-09-08,BOA,Google Play,NEGATIVE,0.9514626860618592,Account Access Issues
Best banking transaction application in Ethiopia !,5,2025-09-05,BOA,Google Play,POSITIVE,0.9996905326843262,Customer Support
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,BOA,Google Play,NEGATIVE,0.5818163156509399,Account Access Issues
tamaam kamal,1,2025-09-04,BOA,Google Play,POSITIVE,0.991887390613556,Account Access Issues
በጣም ሐሪፍ,5,2025-09-03,BOA,Google Play,NEGATIVE,0.7850590348243713,Account Access Issues
great 👍,5,2025-09-02,BOA,Google Play,POSITIVE,0.9997692704200744,Customer Support
absiniya banki,5,2025-08-29,BOA,Google Play,NEGATIVE,0.9083040952682496,Account Access Issues
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,BOA,Google Play,NEGATIVE,0.9996929168701172,Customer Support
One of the best in this business,5,2025-08-25,BOA,Google Play,POSITIVE,0.999869465827942,Feature Requests
Excellent,5,2025-08-20,BOA,Google Play,POSITIVE,0.9998434782028198,Feature Requests
besat🥰,5,2025-08-19,BOA,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
unlimited experience,5,2025-08-18,BOA,Google Play,POSITIVE,0.9997161030769348,Transaction Performance
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,BOA,Google Play,NEGATIVE,0.999123990535736,Customer Support
very nice mobile banking app my favourite,5,2025-08-16,BOA,Google Play,POSITIVE,0.9997608065605164,Customer Support
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,BOA,Google Play,NEGATIVE,0.9977737069129944,Account Access Issues
best apps,5,2025-08-15,BOA,Google Play,POSITIVE,0.999784529209137,User Interface & Experience
the worst app ever to exist in a bank history,1,2025-08-15,BOA,Google Play,NEGATIVE,0.9997841715812684,Customer Support
thank you,5,2025-08-14,BOA,Google Play,POSITIVE,0.9998352527618408,User Interface & Experience
Best mobile app in the country,5,2025-08-14,BOA,Google Play,POSITIVE,0.999710738658905,Customer Support
not fast,2,2025-08-12,BOA,Google Play,NEGATIVE,0.9949790835380554,User Interface & Experience
keeps freezing at the front page.,1,2025-08-10,BOA,Google Play,NEGATIVE,0.9948282837867736,Transaction Performance
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,BOA,Google Play,NEGATIVE,0.9996861219406128,Customer Support
abseniya bank app,5,2025-08-08,BOA,Google Play,NEGATIVE,0.6962249279022217,Feature Requests
yes goode app,5,2025-08-03,BOA,Google Play,POSITIVE,0.9997490048408508,Feature Requests
Great App,5,2025-08-02,BOA,Google Play,POSITIVE,0.999821126461029,Customer Support
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,BOA,Google Play,NEGATIVE,0.999749481678009,Customer Support
ረጀብነሱ,1,2025-07-31,BOA,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
The Worst Mobile Banking App.,1,2025-07-31,BOA,Google Play,NEGATIVE,0.9997994303703308,Customer Support
giod,5,2025-07-30,BOA,Google Play,POSITIVE,0.9893913269042968,Account Access Issues
best bank in ethiopia,5,2025-07-29,BOA,Google Play,POSITIVE,0.999733030796051,Feature Requests
waqayyoo,5,2025-07-28,BOA,Google Play,POSITIVE,0.5036855340003967,Account Access Issues
please is not working,2,2025-07-27,BOA,Google Play,NEGATIVE,0.9997643828392028,Customer Support
nothing when I need to install the Apk it say that re-up date,5,2025-07-25,BOA,Google Play,NEGATIVE,0.9985933899879456,Account Access Issues
I can log in from any where,5,2025-07-23,BOA,Google Play,NEGATIVE,0.9497753977775574,Feature Requests
😇,3,2025-07-21,BOA,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
no proplem,5,2025-07-20,BOA,Google Play,NEGATIVE,0.991222620010376,Account Access Issues
👍👍👍,5,2025-07-20,BOA,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
excellent app,5,2025-07-18,BOA,Google Play,POSITIVE,0.9998356103897096,Feature Requests
good work,5,2025-07-15,BOA,Google Play,POSITIVE,0.999841332435608,Feature Requests
☹️,5,2025-07-15,BOA,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
excellent,5,2025-07-14,BOA,Google Play,POSITIVE,0.9998434782028198,Feature Requests
Great BoA,5,2025-07-14,BOA,Google Play,POSITIVE,0.9992689490318298,Customer Support
Good,5,2025-07-14,BOA,Google Play,POSITIVE,0.999816119670868,User Interface & Experience
Okay,4,2025-07-13,BOA,Google Play,POSITIVE,0.9997709393501282,Account Access Issues
not working,1,2025-07-12,BOA,Google Play,NEGATIVE,0.999777853488922,Customer Support
This App is Getting worse and worse with every update,2,2025-07-11,BOA,Google Play,NEGATIVE,0.999568521976471,Transaction Performance
ምርጥ ነው,1,2025-07-10,BOA,Google Play,NEGATIVE,0.7850590348243713,Account Access Issues
nice,5,2025-07-10,BOA,Google Play,POSITIVE,0.9998552799224854,Account Access Issues
meku,5,2025-07-07,BOA,Google Play,POSITIVE,0.9421749114990234,Account Access Issues
awasome app go a head,5,2025-07-04,BOA,Google Play,NEGATIVE,0.998092234134674,Customer Support
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,BOA,Google Play,NEGATIVE,0.9994389414787292,Account Access Issues
"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,BOA,Google Play,NEGATIVE,0.9973018169403076,Customer Support
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,BOA,Google Play,NEGATIVE,0.9851245284080504,Account Access Issues
wow,5,2025-07-01,BOA,Google Play,POSITIVE,0.999592125415802,Transaction Performance
"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,BOA,Google Play,NEGATIVE,0.9996988773345948,Customer Support
amazing Banks App👌👌,3,2025-06-25,BOA,Google Play,POSITIVE,0.9998063445091248,User Interface & Experience
good App fore me,5,2025-06-25,BOA,Google Play,POSITIVE,0.9998444318771362,Transaction Performance
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,BOA,Google Play,NEGATIVE,0.9995253086090088,User Interface & Experience
fantastic,5,2025-06-22,BOA,Google Play,POSITIVE,0.9998743534088136,Customer Support
👍,4,2025-06-21,BOA,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
it's nice to use.,5,2025-06-21,BOA,Google Play,POSITIVE,0.999835729598999,Account Access Issues
app doesn't start,1,2025-06-21,BOA,Google Play,NEGATIVE,0.9973676800727844,Customer Support
Excellent application,5,2025-06-18,BOA,Google Play,POSITIVE,0.9998571872711182,Feature Requests
its very bad app its very slow,1,2025-06-17,BOA,Google Play,NEGATIVE,0.9998086094856262,Customer Support
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,BOA,Google Play,NEGATIVE,0.8337252736091614,Account Access Issues
Good job!,5,2025-06-13,BOA,Google Play,POSITIVE,0.9998481273651124,User Interface & Experience
best financial app.,5,2025-06-12,BOA,Google Play,POSITIVE,0.9997761845588684,Feature Requests
ቆንጆ ነው በርቱ,5,2025-06-11,BOA,Google Play,NEGATIVE,0.8337252736091614,Account Access Issues
the worst app humans ever created,1,2025-06-09,BOA,Google Play,NEGATIVE,0.9998008608818054,Customer Support
it's not working,3,2025-06-05,BOA,Google Play,NEGATIVE,0.9997857213020324,Customer Support
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,BOA,Google Play,NEGATIVE,0.999415159225464,Customer Support
exceptional,5,2025-06-03,BOA,Google Play,POSITIVE,0.9998514652252196,Feature Requests
BoA Mobile good bank,5,2025-06-02,BOA,Google Play,POSITIVE,0.9984728693962096,Customer Support
this is worest app 24/7 loading,1,2025-06-01,BOA,Google Play,NEGATIVE,0.993474304676056,User Interface & Experience
BoA system is confartable,5,2025-06-01,BOA,Google Play,NEGATIVE,0.9980142116546632,Customer Support
